Demand name,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88
Dortmund_Darmstadt,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Dortmund_Mannheim,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Dortmund_Giessen,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Dortmund_Fulda,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Dortmund_Saarbruecken,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Dortmund_Stuttgart,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Dortmund_Karlsruhe,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Dortmund_Ulm,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Dortmund_Freiburg,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Dortmund_Muenchen,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Dortmund_Augsburg,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Dortmund_Nuernberg,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Dortmund_Wuerzburg,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Aachen_Muenster,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Aachen_Koblenz,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Aachen_Wesel,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Aachen_Berlin,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Aachen_Dresden,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Aachen_Erfurt,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Aachen_Hamburg,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Aachen_Bremerhaven,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Aachen_Norden,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Aachen_Osnabrueck,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Aachen_Frankfurt,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Aachen_Kaiserslautern,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Aachen_Trier,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Aachen_Fulda,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Aachen_Saarbruecken,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Aachen_Konstanz,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Aachen_Freiburg,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Aachen_Nuernberg,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Muenster_Siegen,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Muenster_Wesel,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Muenster_Berlin,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Muenster_Schwerin,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Muenster_Hamburg,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Muenster_Bremen,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Muenster_Bremerhaven,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Muenster_Norden,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Muenster_Hannover,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Muenster_Bielefeld,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Muenster_Osnabrueck,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Muenster_Kassel,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Muenster_Frankfurt,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Muenster_Fulda,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Muenster_Konstanz,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Muenster_Nuernberg,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Koblenz_Siegen,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Koblenz_Berlin,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Koblenz_Dresden,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Koblenz_Hamburg,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Koblenz_Bremerhaven,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Koblenz_Norden,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Koblenz_Bielefeld,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Koblenz_Osnabrueck,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Koblenz_Kassel,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Koblenz_Frankfurt,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Koblenz_Darmstadt,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Koblenz_Mannheim,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Koblenz_Kaiserslautern,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Koblenz_Giessen,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Koblenz_Trier,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Koblenz_Fulda,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Koblenz_Saarbruecken,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Koblenz_Konstanz,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Koblenz_Wuerzburg,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Siegen_Berlin,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Siegen_Hamburg,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Siegen_Bremerhaven,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Siegen_Osnabrueck,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Siegen_Frankfurt,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Siegen_Mannheim,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
Siegen_Giessen,5,6,2,4,2,5,3,2,4,2,1,2,1,5,5,3,1,5,1,2,1,4,2,3,2,1,1,4,2,2,2,1,1,5,5,1,1,1,3,1,3,2,4,2,2,1,3,1,1,1,1,4,2,1,2,4,2,2,4,2,4,3,1,2,1,2,1,1,4,1,4,2,2,5,1,2,1,1,3,1,1,2,0,3,1,3,4,1
